Latitude,Longitude
12.6,121.32
12.6,121.84
13.05,100.0
13.05,100.52
13.05,101.04
13.05,101.56
13.05,102.08
13.05,102.6
13.05,103.12
13.05,103.64
13.05,104.16
13.05,104.68
13.05,105.2
13.05,105.72
13.05,106.24
13.05,106.76
13.05,107.28
13.05,107.8
13.05,108.32
13.05,108.84
13.05,109.36
13.05,109.88
13.05,110.4
13.05,110.92
13.05,111.44
13.05,111.96
13.05,112.48
13.05,113.0
13.05,113.52
13.05,114.04
13.05,114.56
13.05,115.08
13.05,115.6
13.05,116.12
13.05,116.64
13.05,117.16
13.05,117.68
13.05,118.2
13.05,118.72
13.05,119.24
13.05,119.76
13.05,120.28
13.05,120.8
13.05,121.32
13.05,121.84
13.5,100.0
13.5,100.52
13.5,101.04
13.5,101.56
13.5,102.08
13.5,102.6
13.5,103.12
13.5,103.64
13.5,104.16
13.5,104.68
13.5,105.2
13.5,105.72
13.5,106.24
13.5,106.76
13.5,107.28
13.5,107.8
13.5,108.32
13.5,108.84
13.5,109.36
13.5,109.88
13.5,110.4
13.5,110.92
13.5,111.44
13.5,111.96
13.5,112.48
13.5,113.0
13.5,113.52
13.5,114.04
13.5,114.56
13.5,115.08
13.5,115.6
13.5,116.12
13.5,116.64
13.5,117.16
13.5,117.68
13.5,118.2
13.5,118.72
13.5,119.24
13.5,119.76
13.5,120.28
13.5,120.8
13.5,121.32
13.5,121.84
13.95,100.0
13.95,100.52
13.95,101.04
13.95,101.56
13.95,102.08
13.95,102.6
13.95,103.12
13.95,103.64
13.95,104.16
13.95,104.68
13.95,105.2
13.95,105.72
13.95,106.24
13.95,106.76
13.95,107.28
13.95,107.8
13.95,108.32
13.95,108.84
13.95,109.36
13.95,109.88
13.95,110.4
13.95,110.92
13.95,111.44
13.95,111.96
13.95,112.48
13.95,113.0
13.95,113.52
13.95,114.04
13.95,114.56
13.95,115.08
13.95,115.6
13.95,116.12
13.95,116.64
13.95,117.16
13.95,117.68
13.95,118.2
13.95,118.72
13.95,119.24
13.95,119.76
13.95,120.28
13.95,120.8
13.95,121.32
13.95,121.84
14.4,100.0
14.4,100.52
14.4,101.04
14.4,101.56
14.4,102.08
14.4,102.6
14.4,103.12
14.4,103.64
14.4,104.16
14.4,104.68
14.4,105.2
14.4,105.72
14.4,106.24
14.4,106.76
14.4,107.28
14.4,107.8
14.4,108.32
14.4,108.84
14.4,109.36
14.4,109.88
14.4,110.4
14.4,110.92
14.4,111.44
14.4,111.96
14.4,112.48
14.4,113.0
14.4,113.52
14.4,114.04
14.4,114.56
14.4,115.08
14.4,115.6
14.4,116.12
14.4,116.64
14.4,117.16
14.4,117.68
14.4,118.2
14.4,118.72
14.4,119.24
14.4,119.76
14.4,120.28
14.4,120.8
14.4,121.32
14.4,121.84
14.85,100.0
14.85,100.52
14.85,101.04
14.85,101.56
14.85,102.08
14.85,102.6
14.85,103.12
14.85,103.64
14.85,104.16
14.85,104.68
14.85,105.2
14.85,105.72
14.85,106.24
14.85,106.76
14.85,107.28
14.85,107.8
14.85,108.32
14.85,108.84
14.85,109.36
14.85,109.88
14.85,110.4
14.85,110.92
14.85,111.44
14.85,111.96
14.85,112.48
14.85,113.0
14.85,113.52
14.85,114.04
14.85,114.56
14.85,115.08
14.85,115.6
14.85,116.12
14.85,116.64
14.85,117.16
14.85,117.68
14.85,118.2
14.85,118.72
14.85,119.24
14.85,119.76
14.85,120.28
14.85,120.8
14.85,121.32
14.85,121.84
15.3,100.0
15.3,100.52
15.3,101.04
15.3,101.56
15.3,102.08
15.3,102.6
15.3,103.12
15.3,103.64
15.3,104.16
15.3,104.68
15.3,105.2
15.3,105.72
15.3,106.24
15.3,106.76
15.3,107.28
15.3,107.8
15.3,108.32
15.3,108.84
15.3,109.36
15.3,109.88
15.3,110.4
15.3,110.92
15.3,111.44
15.3,111.96
15.3,112.48
15.3,113.0
15.3,113.52
15.3,114.04
15.3,114.56
15.3,115.08
15.3,115.6
15.3,116.12
15.3,116.64
15.3,117.16
15.3,117.68
15.3,118.2
15.3,118.72
15.3,119.24
15.3,119.76
15.3,120.28
15.3,120.8
15.3,121.32
15.3,121.84
15.75,100.0
15.75,100.52
15.75,101.04
15.75,101.56
15.75,102.08
15.75,102.6
15.75,103.12
15.75,103.64
15.75,104.16
15.75,104.68
15.75,105.2
15.75,105.72
15.75,106.24
15.75,106.76
15.75,107.28
15.75,107.8
15.75,108.32
15.75,108.84
15.75,109.36
15.75,109.88
15.75,110.4
15.75,110.92
15.75,111.44
15.75,111.96
15.75,112.48
15.75,113.0
15.75,113.52
15.75,114.04
15.75,114.56
15.75,115.08
15.75,115.6
15.75,116.12
15.75,116.64
15.75,117.16
15.75,117.68
15.75,118.2
15.75,118.72
15.75,119.24
15.75,119.76
15.75,120.28
15.75,120.8
15.75,121.32
15.75,121.84
16.2,100.0
16.2,100.52
16.2,101.04
16.2,101.56
16.2,102.08
16.2,102.6
16.2,103.12
16.2,103.64
16.2,104.16
16.2,104.68
16.2,105.2
16.2,105.72
16.2,106.24
16.2,106.76
16.2,107.28
16.2,107.8
16.2,108.32
16.2,108.84
16.2,109.36
16.2,109.88
16.2,110.4
16.2,110.92
16.2,111.44
16.2,111.96
16.2,112.48
16.2,113.0
16.2,113.52
16.2,114.04
16.2,114.56
16.2,115.08
16.2,115.6
16.2,116.12
16.2,116.64
16.2,117.16
16.2,117.68
16.2,118.2
16.2,118.72
16.2,119.24
16.2,119.76
16.2,120.28
16.2,120.8
16.2,121.32
16.2,121.84
16.65,100.0
16.65,100.52
16.65,101.04
16.65,101.56
16.65,102.08
16.65,102.6
16.65,103.12
16.65,103.64
16.65,104.16
16.65,104.68
16.65,105.2
16.65,105.72
16.65,106.24
16.65,106.76
16.65,107.28
16.65,107.8
16.65,108.32
16.65,108.84
16.65,109.36
16.65,109.88
16.65,110.4
16.65,110.92
16.65,111.44
16.65,111.96
16.65,112.48
16.65,113.0
16.65,113.52
16.65,114.04
16.65,114.56
16.65,115.08
16.65,115.6
16.65,116.12
16.65,116.64
16.65,117.16
16.65,117.68
16.65,118.2
16.65,118.72
16.65,119.24
16.65,119.76
16.65,120.28
16.65,120.8
16.65,121.32
16.65,121.84
17.1,100.0
17.1,100.52
17.1,101.04
17.1,101.56
17.1,102.08
17.1,102.6
17.1,103.12
17.1,103.64
17.1,104.16
17.1,104.68
17.1,105.2
17.1,105.72
17.1,106.24
17.1,106.76
17.1,107.28
17.1,107.8
17.1,108.32
17.1,108.84
17.1,109.36
17.1,109.88
17.1,110.4
17.1,110.92
17.1,111.44
17.1,111.96
17.1,112.48
17.1,113.0
17.1,113.52
17.1,114.04
17.1,114.56
17.1,115.08
17.1,115.6
17.1,116.12
17.1,116.64
17.1,117.16
17.1,117.68
17.1,118.2
17.1,118.72
17.1,119.24
17.1,119.76
17.1,120.28
17.1,120.8
17.1,121.32
17.1,121.84
17.55,100.0
17.55,100.52
17.55,101.04
17.55,101.56
17.55,102.08
17.55,102.6
17.55,103.12
17.55,103.64
17.55,104.16
17.55,104.68
17.55,105.2
17.55,105.72
17.55,106.24
17.55,106.76
17.55,107.28
17.55,107.8
17.55,108.32
17.55,108.84
17.55,109.36
17.55,109.88
17.55,110.4
17.55,110.92
17.55,111.44
17.55,111.96
17.55,112.48
17.55,113.0
17.55,113.52
17.55,114.04
17.55,114.56
17.55,115.08
17.55,115.6
17.55,116.12
17.55,116.64
17.55,117.16
17.55,117.68
17.55,118.2
17.55,118.72
17.55,119.24
17.55,119.76
17.55,120.28
17.55,120.8
17.55,121.32
17.55,121.84
18.0,100.0
18.0,100.52
18.0,101.04
18.0,101.56
18.0,102.08
18.0,102.6
18.0,103.12
18.0,103.64
18.0,104.16
18.0,104.68
18.0,105.2
18.0,105.72
18.0,106.24
18.0,106.76
18.0,107.28
18.0,107.8
18.0,108.32
18.0,108.84
18.0,109.36
18.0,109.88
18.0,110.4
18.0,110.92
18.0,111.44
18.0,111.96
18.0,112.48
18.0,113.0
18.0,113.52
18.0,114.04
18.0,114.56
18.0,115.08
18.0,115.6
18.0,116.12
18.0,116.64
18.0,117.16
18.0,117.68
18.0,118.2
18.0,118.72
18.0,119.24
18.0,119.76
18.0,120.28
18.0,120.8
18.0,121.32
18.0,121.84
18.45,100.0
18.45,100.52
18.45,101.04
18.45,101.56
18.45,102.08
18.45,102.6
18.45,103.12
18.45,103.64
18.45,104.16
18.45,104.68
18.45,105.2
18.45,105.72
18.45,106.24
18.45,106.76
18.45,107.28
18.45,107.8
18.45,108.32
18.45,108.84
18.45,109.36
18.45,109.88
18.45,110.4
18.45,110.92
18.45,111.44
18.45,111.96
18.45,112.48
18.45,113.0
18.45,113.52
18.45,114.04
18.45,114.56
18.45,115.08
18.45,115.6
18.45,116.12
18.45,116.64
18.45,117.16
18.45,117.68
18.45,118.2
18.45,118.72
18.45,119.24
18.45,119.76
18.45,120.28
18.45,120.8
18.45,121.32
18.45,121.84
18.9,100.0
18.9,100.52
18.9,101.04
18.9,101.56
18.9,102.08
18.9,102.6
18.9,103.12
18.9,103.64
18.9,104.16
18.9,104.68
18.9,105.2
18.9,105.72
18.9,106.24
18.9,106.76
18.9,107.28
18.9,107.8
18.9,108.32
18.9,108.84
18.9,109.36
18.9,109.88
18.9,110.4
18.9,110.92
18.9,111.44
18.9,111.96
18.9,112.48
18.9,113.0
18.9,113.52
18.9,114.04
18.9,114.56
18.9,115.08
18.9,115.6
18.9,116.12
18.9,116.64
18.9,117.16
18.9,117.68
18.9,118.2
18.9,118.72
18.9,119.24
18.9,119.76
18.9,120.28
18.9,120.8
18.9,121.32
18.9,121.84
19.35,100.0
19.35,100.52
19.35,101.04
19.35,101.56
19.35,102.08
19.35,102.6
19.35,103.12
19.35,103.64
19.35,104.16
19.35,104.68
19.35,105.2
19.35,105.72
19.35,106.24
19.35,106.76
19.35,107.28
19.35,107.8
19.35,108.32
19.35,108.84
19.35,109.36
19.35,109.88
19.35,110.4
19.35,110.92
19.35,111.44
19.35,111.96
19.35,112.48
19.35,113.0
19.35,113.52
19.35,114.04
19.35,114.56
19.35,115.08
19.35,115.6
19.35,116.12
19.35,116.64
19.35,117.16
19.35,117.68
19.35,118.2
19.35,118.72
19.35,119.24
19.35,119.76
19.35,120.28
19.35,120.8
19.35,121.32
19.35,121.84
19.8,100.0
19.8,100.52
19.8,101.04
19.8,101.56
19.8,102.08
19.8,102.6
19.8,103.12
19.8,103.64
19.8,104.16
19.8,104.68
19.8,105.2
19.8,105.72
19.8,106.24
19.8,106.76
19.8,107.28
19.8,107.8
19.8,108.32
19.8,108.84
19.8,109.36
19.8,109.88
19.8,110.4
19.8,110.92
19.8,111.44
19.8,111.96
19.8,112.48
19.8,113.0
19.8,113.52
19.8,114.04
19.8,114.56
19.8,115.08
19.8,115.6
19.8,116.12
19.8,116.64
19.8,117.16
19.8,117.68
19.8,118.2
19.8,118.72
19.8,119.24
19.8,119.76
19.8,120.28
19.8,120.8
19.8,121.32
19.8,121.84
20.25,100.0
20.25,100.52
20.25,101.04
20.25,101.56
20.25,102.08
20.25,102.6
20.25,103.12
20.25,103.64
20.25,104.16
20.25,104.68
20.25,105.2
20.25,105.72
20.25,106.24
20.25,106.76
20.25,107.28
20.25,107.8
20.25,108.32
20.25,108.84
20.25,109.36
20.25,109.88
20.25,110.4
20.25,110.92
20.25,111.44
20.25,111.96
20.25,112.48
20.25,113.0
20.25,113.52
20.25,114.04
20.25,114.56
20.25,115.08
20.25,115.6
20.25,116.12
20.25,116.64
20.25,117.16
20.25,117.68
20.25,118.2
20.25,118.72
20.25,119.24
20.25,119.76
20.25,120.28
20.25,120.8
20.25,121.32
20.25,121.84
20.7,100.0
20.7,100.52
20.7,101.04
20.7,101.56
20.7,102.08
20.7,102.6
20.7,103.12
20.7,103.64
20.7,104.16
20.7,104.68
20.7,105.2
20.7,105.72
20.7,106.24
20.7,106.76
20.7,107.28
20.7,107.8
20.7,108.32
20.7,108.84
20.7,109.36
20.7,109.88
20.7,110.4
20.7,110.92
20.7,111.44
20.7,111.96
20.7,112.48
20.7,113.0
20.7,113.52
20.7,114.04
20.7,114.56
20.7,115.08
20.7,115.6
20.7,116.12
20.7,116.64
20.7,117.16
20.7,117.68
20.7,118.2
20.7,118.72
20.7,119.24
20.7,119.76
20.7,120.28
20.7,120.8
20.7,121.32
20.7,121.84
21.15,100.0
21.15,100.52
21.15,101.04
21.15,101.56
21.15,102.08
21.15,102.6
21.15,103.12
21.15,103.64
21.15,104.16
21.15,104.68
21.15,105.2
21.15,105.72
21.15,106.24
21.15,106.76
21.15,107.28
21.15,107.8
21.15,108.32
21.15,108.84
21.15,109.36
21.15,109.88
21.15,110.4
21.15,110.92
21.15,111.44
21.15,111.96
21.15,112.48
21.15,113.0
21.15,113.52
21.15,114.04
21.15,114.56
21.15,115.08
21.15,115.6
21.15,116.12
21.15,116.64
21.15,117.16
21.15,117.68
21.15,118.2
21.15,118.72
21.15,119.24
21.15,119.76
21.15,120.28
21.15,120.8
21.15,121.32
21.15,121.84
21.6,100.0
21.6,100.52
21.6,101.04
21.6,101.56
21.6,102.08
21.6,102.6
21.6,103.12
21.6,103.64
21.6,104.16
21.6,104.68
21.6,105.2
21.6,105.72
21.6,106.24
21.6,106.76
21.6,107.28
21.6,107.8
21.6,108.32
21.6,108.84
21.6,109.36
21.6,109.88
21.6,110.4
21.6,110.92
21.6,111.44
21.6,111.96
21.6,112.48
21.6,113.0
21.6,113.52
21.6,114.04
21.6,114.56
21.6,115.08
21.6,115.6
21.6,116.12
21.6,116.64
21.6,117.16
21.6,117.68
21.6,118.2
21.6,118.72
21.6,119.24
21.6,119.76
21.6,120.28
21.6,120.8
21.6,121.32
21.6,121.84
22.05,100.0
22.05,100.52
22.05,101.04
22.05,101.56
22.05,102.08
22.05,102.6
22.05,103.12
22.05,103.64
22.05,104.16
22.05,104.68
22.05,105.2
22.05,105.72
22.05,106.24
22.05,106.76
22.05,107.28
22.05,107.8
22.05,108.32
22.05,108.84
22.05,109.36
22.05,109.88
22.05,110.4
22.05,110.92
22.05,111.44
22.05,111.96
22.05,112.48
22.05,113.0
22.05,113.52
22.05,114.04
22.05,114.56
22.05,115.08
22.05,115.6
22.05,116.12
22.05,116.64
22.05,117.16
22.05,117.68
22.05,118.2
22.05,118.72
22.05,119.24
22.05,119.76
22.05,120.28
22.05,120.8
22.05,121.32
22.05,121.84
22.5,100.0
22.5,100.52
22.5,101.04
22.5,101.56
22.5,102.08
22.5,102.6
22.5,103.12
22.5,103.64
22.5,104.16
22.5,104.68
22.5,105.2
22.5,105.72
22.5,106.24
22.5,106.76
22.5,107.28
22.5,107.8
22.5,108.32
22.5,108.84
22.5,109.36
22.5,109.88
22.5,110.4
22.5,110.92
22.5,111.44
22.5,111.96
22.5,112.48
22.5,113.0
22.5,113.52
22.5,114.04
22.5,114.56
22.5,115.08
22.5,115.6
22.5,116.12
22.5,116.64
22.5,117.16
22.5,117.68
22.5,118.2
22.5,118.72
22.5,119.24
22.5,119.76
22.5,120.28
22.5,120.8
22.5,121.32
22.5,121.84
22.95,100.0
22.95,100.52
22.95,101.04
22.95,101.56
22.95,102.08
22.95,102.6
22.95,103.12
22.95,103.64
22.95,104.16
22.95,104.68
22.95,105.2
22.95,105.72
22.95,106.24
22.95,106.76
22.95,107.28
22.95,107.8
22.95,108.32
22.95,108.84
22.95,109.36
22.95,109.88
22.95,110.4
22.95,110.92
22.95,111.44
22.95,111.96
22.95,112.48
22.95,113.0
22.95,113.52
22.95,114.04
22.95,114.56
22.95,115.08
22.95,115.6
22.95,116.12
22.95,116.64
22.95,117.16
22.95,117.68
22.95,118.2
22.95,118.72
22.95,119.24
22.95,119.76
22.95,120.28
22.95,120.8
22.95,121.32
22.95,121.84
23.4,100.0
23.4,100.52
23.4,101.04
23.4,101.56
23.4,102.08
23.4,102.6
23.4,103.12
23.4,103.64
23.4,104.16
23.4,104.68
23.4,105.2
23.4,105.72
23.4,106.24
23.4,106.76
23.4,107.28
23.4,107.8
23.4,108.32
23.4,108.84
23.4,109.36
23.4,109.88
23.4,110.4
23.4,110.92
23.4,111.44
23.4,111.96
23.4,112.48
23.4,113.0
23.4,113.52
23.4,114.04
23.4,114.56
23.4,115.08
23.4,115.6
23.4,116.12
23.4,116.64
23.4,117.16
23.4,117.68
23.4,118.2
23.4,118.72
23.4,119.24
23.4,119.76
23.4,120.28
23.4,120.8
23.4,121.32
23.4,121.84
23.85,100.0
23.85,100.52
23.85,101.04
23.85,101.56
23.85,102.08
23.85,102.6
23.85,103.12
23.85,103.64
23.85,104.16
23.85,104.68
23.85,105.2
23.85,105.72
23.85,106.24
23.85,106.76
23.85,107.28
23.85,107.8
23.85,108.32
23.85,108.84
23.85,109.36
23.85,109.88
23.85,110.4
23.85,110.92
23.85,111.44
23.85,111.96
23.85,112.48
23.85,113.0
23.85,113.52
23.85,114.04
23.85,114.56
23.85,115.08
23.85,115.6
23.85,116.12
23.85,116.64
23.85,117.16
23.85,117.68
23.85,118.2
23.85,118.72
23.85,119.24
23.85,119.76
23.85,120.28
23.85,120.8
23.85,121.32
23.85,121.84
24.3,100.0
24.3,100.52
24.3,101.04
24.3,101.56
24.3,102.08
24.3,102.6
24.3,103.12
24.3,103.64
24.3,104.16
24.3,104.68
24.3,105.2
24.3,105.72
24.3,106.24
24.3,106.76
24.3,107.28
24.3,107.8
24.3,108.32
24.3,108.84
24.3,109.36
24.3,109.88
24.3,110.4
24.3,110.92
24.3,111.44
24.3,111.96
24.3,112.48
24.3,113.0
24.3,113.52
24.3,114.04
24.3,114.56
24.3,115.08
24.3,115.6
24.3,116.12
24.3,116.64
24.3,117.16
24.3,117.68
24.3,118.2
24.3,118.72
24.3,119.24
24.3,119.76
24.3,120.28
24.3,120.8
24.3,121.32
24.3,121.84
24.75,100.0
24.75,100.52
24.75,101.04
24.75,101.56
24.75,102.08
24.75,102.6
24.75,103.12
24.75,103.64
24.75,104.16
24.75,104.68
24.75,105.2
24.75,105.72
24.75,106.24
24.75,106.76
24.75,107.28
24.75,107.8
24.75,108.32
24.75,108.84
24.75,109.36
24.75,109.88
24.75,110.4
24.75,110.92
24.75,111.44
24.75,111.96
24.75,112.48
24.75,113.0
24.75,113.52
24.75,114.04
24.75,114.56
24.75,115.08
24.75,115.6
24.75,116.12
24.75,116.64
24.75,117.16
24.75,117.68
24.75,118.2
24.75,118.72
24.75,119.24
24.75,119.76
24.75,120.28
24.75,120.8
24.75,121.32
24.75,121.84
